#Ind	Tok	NER	COMP	COREF	CLINK	REL	WIKI	MCBD
# 3-SPSP187205180201
2151	s	O	O	O	_	_	_	_
2152	 	O	O	O	_	_	_	_
2153	s	O	O	O	_	_	_	_
2154	i	O	O	O	_	_	_	_
2155	x	O	O	O	_	_	_	_
2156	t	O	O	O	_	_	_	_
2157	y	O	O	O	_	_	_	_
2158	 	O	O	O	_	_	_	_
2159	m	O	O	O	_	_	_	_
2160	i	O	O	O	_	_	_	_
2161	l	O	O	O	_	_	_	_
2162	e	O	O	O	_	_	_	_
2163	s	O	O	O	_	_	_	_
2164	 	O	O	O	_	_	_	_
2165	o	O	O	O	_	_	_	_
2166	f	O	O	O	_	_	_	_
2167	 	O	O	O	_	_	_	_
2168	h	O	O	O	_	_	_	_
2169	a	O	O	O	_	_	_	_
2170	r	O	O	O	_	_	_	_
2171	d	O	O	O	_	_	_	_
2172	 	O	O	O	_	_	_	_
2173	s	O	O	O	_	_	_	_
2174	u	O	O	O	_	_	_	_
2175	r	O	O	O	_	_	_	_
2176	f	O	O	O	_	_	_	_
2177	a	O	O	O	_	_	_	_
2178	c	O	O	O	_	_	_	_
2179	e	O	O	O	_	_	_	_
2180	d	O	O	O	_	_	_	_
2181	 	O	O	O	_	_	_	_
2182	r	O	O	O	_	_	_	_
2183	o	O	O	O	_	_	_	_
2184	a	O	O	O	_	_	_	_
2185	d	O	O	O	_	_	_	_
2186	s	O	O	O	_	_	_	_
2187	,	O	O	O	_	_	_	_
2188	 	O	O	O	_	_	_	_
2189	l	O	O	O	_	_	_	_
2190	i	O	O	O	_	_	_	_
2191	n	O	O	O	_	_	_	_
2192	e	O	O	O	_	_	_	_
2193	d	O	O	O	_	_	_	_
2194	 	O	O	O	_	_	_	_
2195	w	O	O	O	_	_	_	_
2196	i	O	O	O	_	_	_	_
2197	t	O	O	O	_	_	_	_
2198	h	O	O	O	_	_	_	_
2199	 	O	O	O	_	_	_	_
2200	s	O	O	O	_	_	_	_
2201	h	O	O	O	_	_	_	_
2202	a	O	O	O	_	_	_	_
2203	d	O	O	O	_	_	_	_
2204	e	O	O	O	_	_	_	_
2205	 	O	O	O	_	_	_	_
2206	t	O	O	O	_	_	_	_
2207	r	O	O	O	_	_	_	_
2208	e	O	O	O	_	_	_	_
2209	e	O	O	O	_	_	_	_
2210	s	O	O	O	_	_	_	_
2211	,	O	O	O	_	_	_	_
2212	 	O	O	O	_	_	_	_
2213	3	O	O	O	_	_	_	_
2214	3	O	O	O	_	_	_	_
2215	0	O	O	O	_	_	_	_
2216	 	O	O	O	_	_	_	_
2217	s	O	O	O	_	_	_	_
2218	c	O	O	O	_	_	_	_
2219	h	O	O	O	_	_	_	_
2220	o	O	O	O	_	_	_	_
2221	o	O	O	O	_	_	_	_
2222	l	O	O	O	_	_	_	_
2223	s	O	O	O	_	_	_	_
2224	,	O	O	O	_	_	_	_
2225	 	O	O	O	_	_	_	_
2226	h	O	O	O	_	_	_	_
2227	a	O	O	O	_	_	_	_
2228	v	O	O	O	_	_	_	_
2229	i	O	O	O	_	_	_	_
2230	n	O	O	O	_	_	_	_
2231	g	O	O	O	_	_	_	_
2232	 	O	O	O	_	_	_	_
2233	a	O	O	O	_	_	_	_
2234	 	O	O	O	_	_	_	_
2235	t	O	O	O	_	_	_	_
2236	o	O	O	O	_	_	_	_
2237	t	O	O	O	_	_	_	_
2238	a	O	O	O	_	_	_	_
2239	l	O	O	O	_	_	_	_
2240	 	O	O	O	_	_	_	_
2241	o	O	O	O	_	_	_	_
2242	f	O	O	O	_	_	_	_
2243	 	O	O	O	_	_	_	_
2244	3	O	O	O	_	_	_	_
2245	0	O	O	O	_	_	_	_
2246	,	O	O	O	_	_	_	_
2247	0	O	O	O	_	_	_	_
2248	0	O	O	O	_	_	_	_
2249	0	O	O	O	_	_	_	_
2250	 	O	O	O	_	_	_	_
2251	s	O	O	O	_	_	_	_
2252	t	O	O	O	_	_	_	_
2253	u	O	O	O	_	_	_	_
2254	d	O	O	O	_	_	_	_
2255	e	O	O	O	_	_	_	_
2256	n	O	O	O	_	_	_	_
2257	t	O	O	O	_	_	_	_
2258	s	O	O	O	_	_	_	_
2259	,	O	O	O	_	_	_	_
2260	 	O	O	O	_	_	_	_
2261	a	O	O	O	_	_	_	_
2262	n	O	O	O	_	_	_	_
2263	d	O	O	O	_	_	_	_
2264	 	O	O	O	_	_	_	_
2265	s	O	O	O	_	_	_	_
2266	c	O	O	O	_	_	_	_
2267	o	O	O	O	_	_	_	_
2268	r	O	O	O	_	_	_	_
2269	e	O	O	O	_	_	_	_
2270	s	O	O	O	_	_	_	_
2271	 	O	O	O	_	_	_	_
2272	o	O	O	O	_	_	_	_
2273	f	O	O	O	_	_	_	_
2274	 	O	O	O	_	_	_	_
2275	f	O	O	O	_	_	_	_
2276	a	O	O	O	_	_	_	_
2277	c	O	O	O	_	_	_	_
2278	t	O	O	O	_	_	_	_
2279	o	O	O	O	_	_	_	_
2280	r	O	O	O	_	_	_	_
2281	i	O	O	O	_	_	_	_
2282	e	O	O	O	_	_	_	_
2283	s	O	O	O	_	_	_	_
2284	.	O	O	O	_	_	_	_
2286	 	O	O	O	_	_	_	_
2287	C	B-pers.ind	O	O	_	_	Q706685	476
2288	h	I-pers.ind	O	O	_	_	_	_
2289	a	I-pers.ind	O	O	_	_	_	_
2290	n	I-pers.ind	O	O	_	_	_	_
2291	g	I-pers.ind	O	O	_	_	_	_
2292	 	I-pers.ind	O	O	_	_	_	_
2293	C	I-pers.ind	O	O	_	_	_	_
2294	h	I-pers.ind	O	O	_	_	_	_
2295	i	I-pers.ind	O	O	_	_	_	_
2296	e	I-pers.ind	O	O	_	_	_	_
2297	n	I-pers.ind	O	O	_	_	_	_
2298	 	O	O	O	_	_	_	_
2299	d	O	O	O	_	_	_	_
2300	o	O	O	O	_	_	_	_
2301	e	O	O	O	_	_	_	_
2302	s	O	O	O	_	_	_	_
2303	 	O	O	O	_	_	_	_
2304	n	O	O	O	_	_	_	_
2305	o	O	O	O	_	_	_	_
2306	t	O	O	O	_	_	_	_
2307	 	O	O	O	_	_	_	_
2308	c	O	O	O	_	_	_	_
2309	o	O	O	O	_	_	_	_
2310	n	O	O	O	_	_	_	_
2311	s	O	O	O	_	_	_	_
2312	i	O	O	O	_	_	_	_
2313	d	O	O	O	_	_	_	_
2314	e	O	O	O	_	_	_	_
2315	r	O	O	O	_	_	_	_
2316	 	O	O	O	_	_	_	_
2317	s	O	O	O	_	_	_	_
2318	e	O	O	O	_	_	_	_
2319	l	O	O	O	_	_	_	_
2320	f	O	O	O	_	_	_	_
2321	 	O	O	O	_	_	_	_
2322	i	O	O	O	_	_	_	_
2323	n	O	O	O	_	_	_	_
2324	 	O	O	O	_	_	_	_
2325	t	O	O	O	_	_	_	_
2326	h	O	O	O	_	_	_	_
2327	e	O	O	O	_	_	_	_
2328	 	O	O	O	_	_	_	_
2329	u	O	O	O	_	_	_	_
2330	n	O	O	O	_	_	_	_
2331	d	O	O	O	_	_	_	_
2332	e	O	O	O	_	_	_	_
2333	r	O	O	O	_	_	_	_
2334	t	O	O	O	_	_	_	_
2335	a	O	O	O	_	_	_	_
2336	k	O	O	O	_	_	_	_
2337	i	O	O	O	_	_	_	_
2338	n	O	O	O	_	_	_	_
2339	g	O	O	O	_	_	_	_
2340	 	O	O	O	_	_	_	_
2341	o	O	O	O	_	_	_	_
2342	f	O	O	O	_	_	_	_
2343	 	O	O	O	_	_	_	_
2344	t	O	O	O	_	_	_	_
2345	h	O	O	O	_	_	_	_
2346	e	O	O	O	_	_	_	_
2347	s	O	O	O	_	_	_	_
2348	e	O	O	O	_	_	_	_
2349	 	O	O	O	_	_	_	_
2350	m	O	O	O	_	_	_	_
2351	a	O	O	O	_	_	_	_
2352	n	O	O	O	_	_	_	_
2353	y	O	O	O	_	_	_	_
2354	 	O	O	O	_	_	_	_
2355	e	O	O	O	_	_	_	_
2356	n	O	O	O	_	_	_	_
2357	t	O	O	O	_	_	_	_
2358	e	O	O	O	_	_	_	_
2359	r	O	O	O	_	_	_	_
2360	p	O	O	O	_	_	_	_
2361	r	O	O	O	_	_	_	_
2362	i	O	O	O	_	_	_	_
2363	s	O	O	O	_	_	_	_
2364	e	O	O	O	_	_	_	_
2365	s	O	O	O	_	_	_	_
2366	,	O	O	O	_	_	_	_
2367	 	O	O	O	_	_	_	_
2368	a	O	O	O	_	_	_	_
2369	s	O	O	O	_	_	_	_
2370	 	O	O	O	_	_	_	_
2371	i	O	O	O	_	_	_	_
2372	t	O	O	O	_	_	_	_
2373	 	O	O	O	_	_	_	_
2374	i	O	O	O	_	_	_	_
2375	s	O	O	O	_	_	_	_
2376	 	O	O	O	_	_	_	_
2377	w	O	O	O	_	_	_	_
2378	e	O	O	O	_	_	_	_
2379	l	O	O	O	_	_	_	_
2380	l	O	O	O	_	_	_	_
2381	 	O	O	O	_	_	_	_
2382	k	O	O	O	_	_	_	_
2383	n	O	O	O	_	_	_	_
2384	o	O	O	O	_	_	_	_
2385	w	O	O	O	_	_	_	_
2386	n	O	O	O	_	_	_	_
2387	 	O	O	O	_	_	_	_
2388	t	O	O	O	_	_	_	_
2389	h	O	O	O	_	_	_	_
2390	a	O	O	O	_	_	_	_
2391	t	O	O	O	_	_	_	_
2392	 	O	O	O	_	_	_	_
2393	h	O	O	O	_	_	_	_
2394	e	O	O	O	_	_	_	_
2395	 	O	O	O	_	_	_	_
2396	d	O	O	O	_	_	_	_
2397	o	O	O	O	_	_	_	_
2398	n	O	O	O	_	_	_	_
2399	a	O	O	O	_	_	_	_
2400	t	O	O	O	_	_	_	_
2401	e	O	O	O	_	_	_	_
2402	s	O	O	O	_	_	_	_
2403	 	O	O	O	_	_	_	_
2404	l	O	O	O	_	_	_	_
2405	a	O	O	O	_	_	_	_
2406	r	O	O	O	_	_	_	_
2407	g	O	O	O	_	_	_	_
2408	e	O	O	O	_	_	_	_
2409	 	O	O	O	_	_	_	_
2410	s	O	O	O	_	_	_	_
2411	u	O	O	O	_	_	_	_
2412	m	O	O	O	_	_	_	_
2413	s	O	O	O	_	_	_	_
2414	 	O	O	O	_	_	_	_
2415	t	O	O	O	_	_	_	_
2416	o	O	O	O	_	_	_	_
2417	w	O	O	O	_	_	_	_
2418	a	O	O	O	_	_	_	_
2419	r	O	O	O	_	_	_	_
2420	d	O	O	O	_	_	_	_
2421	s	O	O	O	_	_	_	_
2422	 	O	O	O	_	_	_	_
2423	t	O	O	O	_	_	_	_
2424	h	O	O	O	_	_	_	_
2425	e	O	O	O	_	_	_	_
2426	 	O	O	O	_	_	_	_
2427	p	O	O	O	_	_	_	_
2428	r	O	O	O	_	_	_	_
2429	o	O	O	O	_	_	_	_
2430	m	O	O	O	_	_	_	_
2431	o	O	O	O	_	_	_	_
2432	t	O	O	O	_	_	_	_
2433	i	O	O	O	_	_	_	_
2434	o	O	O	O	_	_	_	_
2435	n	O	O	O	_	_	_	_
2436	 	O	O	O	_	_	_	_
2437	o	O	O	O	_	_	_	_
2438	f	O	O	O	_	_	_	_
2439	 	O	O	O	_	_	_	_
2440	e	O	O	O	_	_	_	_
2441	d	O	O	O	_	_	_	_
2442	u	O	O	O	_	_	_	_
2443	c	O	O	O	_	_	_	_
2444	a	O	O	O	_	_	_	_
2445	t	O	O	O	_	_	_	_
2446	i	O	O	O	_	_	_	_
2447	o	O	O	O	_	_	_	_
2448	n	O	O	O	_	_	_	_
2449	 	O	O	O	_	_	_	_
2450	a	O	O	O	_	_	_	_
2451	n	O	O	O	_	_	_	_
2452	d	O	O	O	_	_	_	_
2453	 	O	O	O	_	_	_	_
2454	p	O	O	O	_	_	_	_
2455	u	O	O	O	_	_	_	_
2456	b	O	O	O	_	_	_	_
2457	l	O	O	O	_	_	_	_
2458	i	O	O	O	_	_	_	_
2459	c	O	O	O	_	_	_	_
2460	 	O	O	O	_	_	_	_
2461	w	O	O	O	_	_	_	_
2462	e	O	O	O	_	_	_	_
2463	l	O	O	O	_	_	_	_
2464	f	O	O	O	_	_	_	_
2465	a	O	O	O	_	_	_	_
2466	r	O	O	O	_	_	_	_
2467	e	O	O	O	_	_	_	_
2468	.	O	O	O	_	_	_	_
2470	H	O	O	O	_	_	_	_
2471	e	O	O	O	_	_	_	_
2472	 	O	O	O	_	_	_	_
2473	h	O	O	O	_	_	_	_
2474	a	O	O	O	_	_	_	_
2475	s	O	O	O	_	_	_	_
2476	 	O	O	O	_	_	_	_
2477	o	O	O	O	_	_	_	_
2478	r	O	O	O	_	_	_	_
2479	g	O	O	O	_	_	_	_
2480	a	O	O	O	_	_	_	_
2481	n	O	O	O	_	_	_	_
2482	i	O	O	O	_	_	_	_
2483	z	O	O	O	_	_	_	_
2484	e	O	O	O	_	_	_	_
2485	d	O	O	O	_	_	_	_
2486	:	O	O	O	_	_	_	_
2487	 	O	O	O	_	_	_	_
2488	a	O	O	O	_	_	_	_
2489	 	O	O	O	_	_	_	_
2490	n	O	O	O	_	_	_	_
2491	o	O	O	O	_	_	_	_
2492	r	O	O	O	_	_	_	_
2493	m	O	O	O	_	_	_	_
2494	a	O	O	O	_	_	_	_
2495	l	O	O	O	_	_	_	_
2496	 	O	O	O	_	_	_	_
2497	s	O	O	O	_	_	_	_
2498	c	O	O	O	_	_	_	_
2499	h	O	O	O	_	_	_	_
2500	o	O	O	O	_	_	_	_
2501	o	O	O	O	_	_	_	_
2502	l	O	O	O	_	_	_	_
2503	 	O	O	O	_	_	_	_
2504	f	O	O	O	_	_	_	_
2505	o	O	O	O	_	_	_	_
2506	r	O	O	O	_	_	_	_
2507	 	O	O	O	_	_	_	_
2508	b	O	O	O	_	_	_	_
2509	o	O	O	O	_	_	_	_
2510	y	O	O	O	_	_	_	_
2511	s	O	O	O	_	_	_	_
2512	 	O	O	O	_	_	_	_
2513	a	O	O	O	_	_	_	_
2514	n	O	O	O	_	_	_	_
2515	d	O	O	O	_	_	_	_
2516	 	O	O	O	_	_	_	_
2517	g	O	O	O	_	_	_	_
2518	i	O	O	O	_	_	_	_
2519	r	O	O	O	_	_	_	_
2520	l	O	O	O	_	_	_	_
2521	s	O	O	O	_	_	_	_
2522	,	O	O	O	_	_	_	_
2523	 	O	O	O	_	_	_	_
2524	s	O	O	O	_	_	_	_
2525	c	O	O	O	_	_	_	_
2526	h	O	O	O	_	_	_	_
2527	o	O	O	O	_	_	_	_
2528	o	O	O	O	_	_	_	_
2529	l	O	O	O	_	_	_	_
2530	s	O	O	O	_	_	_	_
2531	 	O	O	O	_	_	_	_
2532	f	O	O	O	_	_	_	_
2533	o	O	O	O	_	_	_	_
2534	r	O	O	O	_	_	_	_
2535	 	O	O	O	_	_	_	_
2536	a	O	O	O	_	_	_	_
2537	g	O	O	O	_	_	_	_
2538	r	O	O	O	_	_	_	_
2539	i	O	O	O	_	_	_	_
2540	c	O	O	O	_	_	_	_
2541	u	O	O	O	_	_	_	_
2542	l	O	O	O	_	_	_	_
2543	t	O	O	O	_	_	_	_
2544	u	O	O	O	_	_	_	_
2545	r	O	O	O	_	_	_	_
2546	e	O	O	O	_	_	_	_
2547	,	O	O	O	_	_	_	_
2548	 	O	O	O	_	_	_	_
2549	s	O	O	O	_	_	_	_
2550	e	O	O	O	_	_	_	_
2551	r	O	O	O	_	_	_	_
2552	i	O	O	O	_	_	_	_
2553	c	O	O	O	_	_	_	_
2554	u	O	O	O	_	_	_	_
2555	l	O	O	O	_	_	_	_
2556	t	O	O	O	_	_	_	_
2557	u	O	O	O	_	_	_	_
2558	r	O	O	O	_	_	_	_
2559	e	O	O	O	_	_	_	_
2560	,	O	O	O	_	_	_	_
2561	 	O	O	O	_	_	_	_
2562	a	O	O	O	_	_	_	_
2563	n	O	O	O	_	_	_	_
2564	d	O	O	O	_	_	_	_
2565	 	O	O	O	_	_	_	_
2566	m	O	O	O	_	_	_	_
2567	e	O	O	O	_	_	_	_
2568	d	O	O	O	_	_	_	_
2569	i	O	O	O	_	_	_	_
2570	c	O	O	O	_	_	_	_
2571	i	O	O	O	_	_	_	_
2572	n	O	O	O	_	_	_	_
2573	e	O	O	O	_	_	_	_
2574	,	O	O	O	_	_	_	_
2575	 	O	O	O	_	_	_	_
2576	w	O	O	O	_	_	_	_
2577	o	O	O	O	_	_	_	_
2578	m	O	O	O	_	_	_	_
2579	e	O	O	O	_	_	_	_
2580	n	O	O	O	_	_	_	_
2581	s	O	O	O	_	_	_	_
2582	;	O	O	O	_	_	_	_
2583	 	O	O	O	_	_	_	_
2584	d	O	O	O	_	_	_	_
2585	o	O	O	O	_	_	_	_
2586	m	O	O	O	_	_	_	_
2587	e	O	O	O	_	_	_	_
2588	s	O	O	O	_	_	_	_
2589	t	O	O	O	_	_	_	_
2590	i	O	O	O	_	_	_	_
2591	c	O	O	O	_	_	_	_
2592	 	O	O	O	_	_	_	_
2593	w	O	O	O	_	_	_	_
2594	o	O	O	O	_	_	_	_
2595	r	O	O	O	_	_	_	_
2596	k	O	O	O	_	_	_	_
2597	s	O	O	O	_	_	_	_
2598	,	O	O	O	_	_	_	_
2599	 	O	O	O	_	_	_	_
2600	n	O	O	O	_	_	_	_
2601	u	O	O	O	_	_	_	_
2602	r	O	O	O	_	_	_	_
2603	s	O	O	O	_	_	_	_
2604	i	O	O	O	_	_	_	_
2605	n	O	O	O	_	_	_	_
2606	g	O	O	O	_	_	_	_
2607	 	O	O	O	_	_	_	_
2608	h	O	O	O	_	_	_	_
2609	o	O	O	O	_	_	_	_
2610	m	O	O	O	_	_	_	_
2611	e	O	O	O	_	_	_	_
2612	s	O	O	O	_	_	_	_
2613	,	O	O	O	_	_	_	_
2614	 	O	O	O	_	_	_	_
2615	o	O	O	O	_	_	_	_
2616	r	O	O	O	_	_	_	_
2617	p	O	O	O	_	_	_	_
2618	h	O	O	O	_	_	_	_
2619	a	O	O	O	_	_	_	_
2620	n	O	O	O	_	_	_	_
2621	a	O	O	O	_	_	_	_
2622	g	O	O	O	_	_	_	_
2623	e	O	O	O	_	_	_	_
2624	s	O	O	O	_	_	_	_
2625	,	O	O	O	_	_	_	_
2626	 	O	O	O	_	_	_	_
2627	a	O	O	O	_	_	_	_
2628	n	O	O	O	_	_	_	_
2629	d	O	O	O	_	_	_	_
2630	 	O	O	O	_	_	_	_
2631	s	O	O	O	_	_	_	_
2632	c	O	O	O	_	_	_	_
2633	h	O	O	O	_	_	_	_
2634	o	O	O	O	_	_	_	_
2635	o	O	O	O	_	_	_	_
2636	l	O	O	O	_	_	_	_
2637	s	O	O	O	_	_	_	_
2638	 	O	O	O	_	_	_	_
2639	f	O	O	O	_	_	_	_
2640	o	O	O	O	_	_	_	_
2641	r	O	O	O	_	_	_	_
2642	 	O	O	O	_	_	_	_
2643	t	O	O	O	_	_	_	_
2644	h	O	O	O	_	_	_	_
2645	e	O	O	O	_	_	_	_
2646	 	O	O	O	_	_	_	_
2647	d	O	O	O	_	_	_	_
2648	e	O	O	O	_	_	_	_
2649	a	O	O	O	_	_	_	_
2650	f	O	O	O	_	_	_	_
2651	 	O	O	O	_	_	_	_
2652	a	O	O	O	_	_	_	_
2653	n	O	O	O	_	_	_	_
2654	d	O	O	O	_	_	_	_
2655	 	O	O	O	_	_	_	_
2656	d	O	O	O	_	_	_	_
2657	u	O	O	O	_	_	_	_
2658	m	O	O	O	_	_	_	_
2659	b	O	O	O	_	_	_	_
2660	.	O	O	O	_	_	_	_
2662	 	O	O	O	_	_	_	_
2663	D	O	O	O	_	_	_	_
2664	u	O	O	O	_	_	_	_
2665	r	O	O	O	_	_	_	_
2666	i	O	O	O	_	_	_	_
2667	n	O	O	O	_	_	_	_
2668	g	O	O	O	_	_	_	_
2669	 	O	O	O	_	_	_	_
2670	t	O	O	O	_	_	_	_
2671	h	O	O	O	_	_	_	_
2672	e	O	O	O	_	_	_	_
2673	 	O	O	O	_	_	_	_
2674	M	O	O	O	_	_	_	_
2675	a	O	O	O	_	_	_	_
2676	n	O	O	O	_	_	_	_
2677	c	O	O	O	_	_	_	_
2678	h	O	O	O	_	_	_	_
2679	u	O	O	O	_	_	_	_
2680	 	O	O	O	_	_	_	_
2681	r	O	O	O	_	_	_	_
2682	é	O	O	O	_	_	_	_
2683	g	O	O	O	_	_	_	_
2684	i	O	O	O	_	_	_	_
2685	m	O	O	O	_	_	_	_
2686	e	O	O	O	_	_	_	_
2687	,	O	O	O	_	_	_	_
2688	 	O	O	O	_	_	_	_
2689	C	B-pers.ind	O	O	_	_	Q706685	476
2690	h	I-pers.ind	O	O	_	_	_	_
2691	a	I-pers.ind	O	O	_	_	_	_
2692	n	I-pers.ind	O	O	_	_	_	_
2693	g	I-pers.ind	O	O	_	_	_	_
2694	 	I-pers.ind	O	O	_	_	_	_
2695	C	I-pers.ind	O	O	_	_	_	_
2696	h	I-pers.ind	O	O	_	_	_	_
2697	i	I-pers.ind	O	O	_	_	_	_
2698	e	I-pers.ind	O	O	_	_	_	_
2699	n	I-pers.ind	O	O	_	_	_	_
2700	 	O	O	O	_	_	_	_
2701	h	O	O	O	_	_	_	_
2702	e	O	O	O	_	_	_	_
2703	l	O	O	O	_	_	_	_
2704	d	O	O	O	_	_	_	_
2705	 	O	O	O	_	_	_	_
2706	s	O	O	O	_	_	_	_
2707	e	O	O	O	_	_	_	_
2708	v	O	O	O	_	_	_	_
2709	e	O	O	O	_	_	_	_
2710	r	O	O	O	_	_	_	_
2711	a	O	O	O	_	_	_	_
2712	l	O	O	O	_	_	_	_
2713	 	O	O	O	_	_	_	_
2714	h	O	O	O	_	_	_	_
2715	o	O	O	O	_	_	_	_
2716	n	O	O	O	_	_	_	_
2717	o	O	O	O	_	_	_	_
2718	r	O	O	O	_	_	_	_
2719	a	O	O	O	_	_	_	_
2720	b	O	O	O	_	_	_	_
2721	l	O	O	O	_	_	_	_
2722	e	O	O	O	_	_	_	_
2723	 	O	O	O	_	_	_	_
2724	p	O	O	O	_	_	_	_
2725	o	O	O	O	_	_	_	_
2726	s	O	O	O	_	_	_	_
2727	i	O	O	O	_	_	_	_
2728	t	O	O	O	_	_	_	_
2729	i	O	O	O	_	_	_	_
2730	o	O	O	O	_	_	_	_
2731	n	O	O	O	_	_	_	_
2732	s	O	O	O	_	_	_	_
2733	,	O	O	O	_	_	_	_
2734	 	O	O	O	_	_	_	_
2735	s	O	O	O	_	_	_	_
2736	u	O	O	O	_	_	_	_
2737	c	O	O	O	_	_	_	_
2738	h	O	O	O	_	_	_	_
2739	 	O	O	O	_	_	_	_
2740	a	O	O	O	_	_	_	_
2741	s	O	O	O	_	_	_	_
2742	 	O	O	O	_	_	_	_
2743	A	O	B-comp.func	O	_	_	_	_
2744	d	O	I-comp.func	O	_	_	_	_
2745	v	O	I-comp.func	O	_	_	_	_
2746	i	O	I-comp.func	O	_	_	_	_
2747	s	O	I-comp.func	O	_	_	_	_
2748	o	O	I-comp.func	O	_	_	_	_
2749	r	O	I-comp.func	O	_	_	_	_
2750	 	O	O	O	_	_	_	_
2751	t	O	O	O	_	_	_	_
2752	o	O	O	O	_	_	_	_
2753	 	O	O	O	_	_	_	_
2754	t	O	O	O	_	_	_	_
2755	h	O	O	O	_	_	_	_
2756	e	O	O	O	_	_	_	_
2757	 	O	O	O	_	_	_	_
2758	B	B-org.adm	O	O	_	[2743, 2768, 2780]	_	_
2759	o	I-org.adm	O	O	_	_	_	_
2760	a	I-org.adm	O	O	_	_	_	_
2761	r	I-org.adm	O	O	_	_	_	_
2762	d	I-org.adm	O	O	_	_	_	_
2763	s	I-org.adm	O	O	_	_	_	_
2764	 	I-org.adm	O	O	_	_	_	_
2765	o	I-org.adm	O	O	_	_	_	_
2766	f	I-org.adm	O	O	_	_	_	_
2767	 	I-org.adm	O	O	_	_	_	_
2768	F	B-org.adm	O	O	_	_	_	_
2769	i	I-org.adm	O	O	_	_	_	_
2770	n	I-org.adm	O	O	_	_	_	_
2771	a	I-org.adm	O	O	_	_	_	_
2772	n	I-org.adm	O	O	_	_	_	_
2773	c	I-org.adm	O	O	_	_	_	_
2774	e	I-org.adm	O	O	_	_	_	_
2775	 	O	O	O	_	_	_	_
2776	a	O	O	O	_	_	_	_
2777	n	O	O	O	_	_	_	_
2778	d	O	O	O	_	_	_	_
2779	 	O	O	O	_	_	_	_
2780	E	B-org.adm	O	O	_	_	_	_
2781	d	I-org.adm	O	O	_	_	_	_
2782	u	I-org.adm	O	O	_	_	_	_
2783	c	I-org.adm	O	O	_	_	_	_
2784	a	I-org.adm	O	O	_	_	_	_
2785	t	I-org.adm	O	O	_	_	_	_
2786	i	I-org.adm	O	O	_	_	_	_
2787	o	I-org.adm	O	O	_	_	_	_
2788	n	I-org.adm	O	O	_	_	_	_
2789	.	O	O	O	_	_	_	_
2791	I	O	O	O	_	_	_	_
2792	n	O	O	O	_	_	_	_
2793	 	O	O	O	_	_	_	_
2794	a	O	O	O	_	_	_	_
2795	d	O	O	O	_	_	_	_
2796	d	O	O	O	_	_	_	_
2797	i	O	O	O	_	_	_	_
2798	t	O	O	O	_	_	_	_
2799	i	O	O	O	_	_	_	_
2800	o	O	O	O	_	_	_	_
2801	n	O	O	O	_	_	_	_
2802	 	O	O	O	_	_	_	_
2803	t	O	O	O	_	_	_	_
2804	o	O	O	O	_	_	_	_
2805	 	O	O	O	_	_	_	_
2806	t	O	O	O	_	_	_	_
2807	h	O	O	O	_	_	_	_
2808	i	O	O	O	_	_	_	_
2809	s	O	O	O	_	_	_	_
2810	,	O	O	O	_	_	_	_
2811	 	O	O	O	_	_	_	_
2812	h	O	O	O	_	_	_	_
2813	e	O	O	O	_	_	_	_
2814	 	O	O	O	_	_	_	_
2815	s	O	O	O	_	_	_	_
2816	e	O	O	O	_	_	_	_
2817	r	O	O	O	_	_	_	_
2818	v	O	O	O	_	_	_	_
2819	e	O	O	O	_	_	_	_
2820	d	O	O	O	_	_	_	_
2821	 	O	O	O	_	_	_	_
2822	a	O	O	O	_	_	_	_
2823	s	O	O	O	_	_	_	_
2824	 	O	O	O	_	_	_	_
2825	c	O	B-comp.func	O	_	_	_	_
2826	h	O	I-comp.func	O	_	_	_	_
2827	a	O	I-comp.func	O	_	_	_	_
2828	i	O	I-comp.func	O	_	_	_	_
2829	r	O	I-comp.func	O	_	_	_	_
2830	m	O	I-comp.func	O	_	_	_	_
2831	a	O	I-comp.func	O	_	_	_	_
2832	n	O	I-comp.func	O	_	_	_	_
2833	 	O	O	O	_	_	_	_
2834	o	O	O	O	_	_	_	_
2835	f	O	O	O	_	_	_	_
2836	 	O	O	O	_	_	_	_
2837	m	O	O	O	_	_	_	_
2838	a	O	O	O	_	_	_	_
2839	n	O	O	O	_	_	_	_
2840	y	O	O	O	_	_	_	_
2841	 	O	O	O	_	_	_	_
2842	n	O	O	O	_	_	_	_
2843	a	O	O	O	_	_	_	_
2844	t	O	O	O	_	_	_	_
2845	i	O	O	O	_	_	_	_
2846	o	O	O	O	_	_	_	_
2847	n	O	O	O	_	_	_	_
2848	a	O	O	O	_	_	_	_
2849	l	O	O	O	_	_	_	_
2850	 	O	O	O	_	_	_	_
2851	a	O	O	O	_	_	_	_
2852	n	O	O	O	_	_	_	_
2853	d	O	O	O	_	_	_	_
2854	 	O	O	O	_	_	_	_
2855	p	O	O	O	_	_	_	_
2856	r	O	O	O	_	_	_	_
2857	o	O	O	O	_	_	_	_
2858	v	O	O	O	_	_	_	_
2859	i	O	O	O	_	_	_	_
2860	n	O	O	O	_	_	_	_
2861	c	O	O	O	_	_	_	_
2862	i	O	O	O	_	_	_	_
2863	a	O	O	O	_	_	_	_
2864	l	O	O	O	_	_	_	_
2865	 	O	O	O	_	_	_	_
2866	o	O	O	O	_	_	_	_
2867	r	O	O	O	_	_	_	_
2868	g	O	O	O	_	_	_	_
2869	a	O	O	O	_	_	_	_
